[-1.0492113790549478, -0.89787959358517333]
[1.7239993173459982, -1.6362241535373359]
[1.8307010013077449, 5.2615434167609516]
[-0.24566537092619639, 0.68548245914506589]
[2.6300419643570789, 3.3183680632535757]
[-0.16345852552266826, 1.2898212180416493]
[4.3021878463894661, 2.4784981638094861]
[0.64951480220275282, -1.0846596252668619]
[2.7424927824009768, 2.8896367035499573]
[0.66258629146390524, 0.28467545002869576]
[5.2777626274861502, 3.6480886344178707]
[-1.6276588446329676, -0.6062643778383876]
[1.9367989308827469, 3.6481773971344134]
[-2.2577443689554038, 0.46818540115580726]
[4.1302246626219015, 2.0081250751673645]
[-0.97879255283265731, -0.35247250274427022]
[4.0225407246401099, 3.3183194312504969]
[-0.29582722675257089, -0.37775445830213428]
[3.4318932983119526, 3.7803432427482946]
[1.6956757749658482, -0.7726825418570713]
[3.5198604805981413, 2.3219626534511657]
[1.206316443772331, 0.72235549707042968]
[3.9035107944269565, 4.1024631541156076]
[0.48260068250272453, 0.86894326210674733]
[4.9641821892764737, 4.3694617731931551]
[0.63681868835320066, -0.0016018611190342371]
[5.7737398349548759, 4.1457222459709797]
[-1.2871369497829148, -0.48530194633706641]
[4.8625431539213544, 3.6044917541338388]
[1.0333263744695591, -0.46911318462101037]
[3.604716239763448, 4.8770996088836238]
[0.028639820449610855, 0.35408948898948039]
[4.3023143791886502, 3.9935115389561568]
[-0.10541393920110508, 1.3486352254336396]
[3.7276299637099721, 3.2946264759892596]
[-0.11834958242734685, -0.20051717541415151]
[5.4511645740228252, 3.7487121309782867]
[-0.11411378471820451, -0.87512998651313945]
[4.0048933548469376, 3.7226821522938454]
[-0.26682348105249903, 1.0393500244871161]
[5.075125768993443, 5.1732098946403724]
[-1.2911998719958997, -1.0682560591516645]
[4.1610513085008121, 4.5903103379893286]
[-0.60490403759035505, 0.30935928819655956]
[3.6499153975665739, 5.363510123148199]
[0.75918244869603746, -0.22742207496998346]
[4.0745200617219854, 4.2133164669336498]
[0.50874699461581119, 1.4549913763039781]
[3.479757502134313, 2.9575456964010272]
[-1.4548255482115964, -0.95800400669226293]
[3.0794019470706013, 3.7115850140056517]
[0.64674073240494578, -0.13075878528426854]
[4.8912598896124866, 3.6023310464973179]
[-1.4953172713149927, 0.44219314878574972]
[2.8751835019522045, 4.6878676636268644]
[-0.97574961505548596, -0.74917891481303334]
[3.2858031827294338, 3.2191699019365587]
[-1.0179641988000432, 0.84608170014607154]
[3.8720630362725559, 2.2975454095681149]
[0.1929034345117504, -0.14233683482963422]
[2.8275999463363526, 4.7500820120532357]
[1.0084170368756338, 0.48287394487394647]
[4.1555854472405969, 4.6500338887133079]
[1.123568244185317, -0.030016732582524054]
[3.082947785627788, 2.8483637109142803]
[0.29503559658181083, 0.75274578874757203]
[3.4849349437043955, 4.9243798128125142]
[-1.4333869272034938, 1.0746470814961684]
[5.4153242161400561, 2.9666194491527089]
[-0.25146105604856489, 0.50515566430003811]
[4.041011386871471, 2.4908625348471842]
[0.45994077061586247, 0.35601844735448812]
[3.2067629275532266, 4.2123689841389389]
[-0.55648329708726907, 2.5299283766213168]
[3.2050902917389252, 4.3934620782405958]
[-1.092292809541743, -0.33106213364215586]
[3.6350250317639299, 4.8724816043876471]
[-1.2082028908717519, 0.58416784471485572]
[5.4436013346687711, 3.7974981792766487]
[-0.055948355809045051, -0.16268714958501598]
[3.3492575140197429, 5.6958929362140678]
[1.2756760019209465, -0.26955196943560911]
[2.3601742667291479, 2.4435025457024326]
[2.1312521355590661, -0.90406296481428861]
[3.2098739603667039, 2.6692296500438042]
[-0.50686711855701472, -0.30828553056735719]
[3.8157379165135294, 4.6978974252084029]
[0.32805058923881408, 1.2058230990014693]
[2.5399319208605311, 5.2979241932102878]
[2.0673070281581234, 0.50870700335845098]
[4.2368441404816872, 3.6164054442719937]
[-0.46389744774839609, 0.54412443956720558]
[5.5576479502426928, 1.9422343013288361]
[0.12809194710691729, -1.7670004756899782]
[3.3905755835443738, 4.809449847934502]
[0.67699441607969513, -0.30197672938887321]
[3.5930799227729677, 5.0892929970642422]
[-0.22135019280507448, -0.42979456135130445]
[3.147850081152856, 3.2698894658576676]
[1.0429203311107054, 1.265042769603433]
[3.4962117699758681, 5.6860559422065151]
[2.5330948010638767, 1.1684389630262018]
[3.9395681350947247, 4.659855991350967]
[-0.040435387973335797, -0.91774618925342477]
[5.8620469845385266, 2.9368683466394132]
[-0.85972837854059581, -0.46727828603514349]
[3.3250621632117392, 3.0855813687831999]
[2.1828884112363469, 0.3301845973260118]
[5.8721787247723292, 3.5253911171431138]
[-1.1292120703919191, 1.3885949802184963]
[4.7188354116983326, 5.1801787474676448]
[1.0686472886402034, 0.3255119564010136]
[3.8319072835686856, 5.0195587185513499]
[0.25627202693050399, -0.26844460543576287]
[4.4687041664771234, 3.5981710783635688]
[-0.17198554010909095, -0.34134450350871576]
[2.6957361516003631, 4.3962731551235041]
[0.18972937035651222, -0.9375990440006946]
[4.971872196626939, 3.6617990506285802]
[-1.783038022821229, -0.97889651373410813]
[5.0559108141848252, 3.0428043885915601]
[-0.14940695645299909, -1.3366738602464399]
[4.3996344430679883, 5.3961387573375248]
[-0.35095137962255885, -0.6442469022635362]
[4.1787181892719785, 3.5262790385152543]
[-0.58978655605622798, 1.0726853861167636]
[3.5266320611078688, 3.6247137880091138]
[-0.86198066310330301, -1.2372480716867615]
[4.3856936605088226, 2.8585347416492883]
[-0.71633983001112911, -0.92186436577418951]
[3.8960681398181602, 4.1342210270660154]
[-0.0542226875725614, 0.87240641866332647]
[4.8999352680623049, 4.6500175512120618]
[-0.73334968819568747, -0.25418185168278634]
[2.2877236062589592, 2.8236021914976459]
[-0.32863149462657854, 0.074637774271525154]
[3.6597034656557956, 4.9951890466401512]
[-0.22498330314470452, 1.50370646274894]
[4.5403477086326642, 2.7524145744416737]
[0.7518619562557044, -1.0845149243802701]
[4.6666164329659381, 4.1634269745944525]
[-0.26498232048124015, -0.30854784330908336]
[4.2861091713815895, 4.033825090940578]
[3.0235845922689033, -0.13777213038342456]
[4.6974688766321684, 3.364110723496522]
[-0.033274717454660624, 0.076096144778432684]
[3.1238632860620466, 3.841217742657093]
[0.28042547985968902, 0.60778179140980892]
[3.1847135926607386, 4.737550831547221]
[-0.31639581706829251, 0.45108542634334176]
[3.1341691842867738, 2.9750802205754514]
[-0.46266594386232407, -0.31227904380302723]
[3.9623438874963104, 2.5723619317921367]
